Countries,Indicators,,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cambodia,Gross Domestic Product ,in current PPP per capita,"2,197.83","2,355.79","2,340.38","2,471.89","2,658.71","2,860.37","3,029.83","3,278.87","3,517.38","3,758.18"
Cambodia,General government expenditure ,in current PPP per capita,316.5664,362.3739,464.8259,491.9303,522.677,592.8101,625.8632,687.9819,715.9243,809.2787
China,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,97.1445,130.0329,176.4394,199.4218,235.6053,283.0164,327.1714,369.627,423.3705,441.7792
China,External Health Expenditure (EXT) per Capita in PPP Int$,,0.4498,0.4546,0.377,0.4677,0.3311,0.2858,0.318,0.191,0.0605,0.0123
China,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,127.6751,138.3446,155.2156,156.7521,176.5898,199.2281,218.8368,231.3659,246.8514,273.4212
China,Gross Domestic Product ,in current PPP per capita,"6,803.59","7,532.75","8,264.49","9,130.16","10,138.99","11,161.63","12,175.71","13,256.34","14,390.16","15,285.15"
China,General government expenditure ,in current PPP per capita,"1,229.47","1,686.86","2,106.68","2,278.87","2,738.69","3,131.65","3,474.32","3,839.67","4,507.16","4,880.86"
Cook Islands,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,428.0614,417.3094,487.6871,466.7565,492.0563,487.0363,454.3254,477.5717,476.7451,535.8224
Cook Islands,External Health Expenditure (EXT) per Capita in PPP Int$,,84.677,41.2678,20.9327,33.0237,29.3372,24.55,46.9379,45.8743,7.8916,79.2313
Cook Islands,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,32.9586,38.2623,29.2795,30.9414,35.7336,35.8273,37.3898,37.547,40.1772,41.9007
Cook Islands,Gross Domestic Product ,in current PPP per capita,"14,856.03","15,032.23","15,307.59","15,275.28","16,404.89","17,412.83","16,556.54","16,958.67","18,365.23","19,051.12"
Cook Islands,General government expenditure ,in current PPP per capita,"4,443.55","4,331.94","5,062.50","5,036.23","6,504.83","6,360.14","6,815.60","8,441.63","9,141.78","9,382.85"
Fiji,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,185.9995,169.9197,165.7103,170.3501,153.3174,159.1612,164.4891,194.4692,202.0118,200.1236
Fiji,External Health Expenditure (EXT) per Capita in PPP Int$,,9.0835,15.6929,18.2562,16.8234,12.4473,18.2701,14.0273,12.9064,8.1564,9.6715
Fiji,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,40.1153,40.3891,65.7174,59.6411,64.5489,67.3142,63.4171,63.0844,67.2947,64.6332
Fiji,Gross Domestic Product ,in current PPP per capita,"6,901.56","7,093.67","6,976.88","7,202.84","7,488.29","7,677.31","8,113.52","8,688.48","8,967.95","9,047.36"
Fiji,General government expenditure ,in current PPP per capita,"1,755.84","1,737.10","1,979.72","1,983.65","2,173.02","2,164.98","2,202.93","2,737.35","2,867.78","2,612.04"
Japan,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,203.24","2,307.28","2,434.39","2,615.84","3,163.91","3,347.39","3,519.98","3,545.18","3,697.88","3,838.61"
Japan,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
Japan,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,420.7223,433.1491,453.9461,465.215,495.7705,517.3729,530.5929,542.3976,569.4245,617.7785
Japan,Gross Domestic Product ,in current PPP per capita,"34,366.85","34,666.80","33,058.52","34,869.12","35,587.51","36,960.47","38,710.46","38,908.04","40,451.99","42,031.63"
Japan,General government expenditure ,in current PPP per capita,"12,056.80","12,724.24","13,462.83","13,811.24","14,557.82","15,039.74","15,805.53","15,674.86","15,933.75","16,411.87"
Kiribati,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,167.2761,186.9478,151.8554,145.2836,142.1908,138.8269,145.9299,157.8365,144.4104,153.6184
Kiribati,External Health Expenditure (EXT) per Capita in PPP Int$,,35.4167,57.724,79.81,8.2014,2.3374,11.2234,25.6222,26.4842,18.1585,32.8917
Kiribati,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,0.2102,0.2014,0.2079,0.1949,0.2017,0.2253,0.215,0.2245,0.2456,0.232
Kiribati,Gross Domestic Product ,in current PPP per capita,"1,826.71","1,780.46","1,766.97","1,725.94","1,748.82","1,818.09","1,876.66","1,907.91","2,093.58","2,106.61"
Kiribati,General government expenditure ,in current PPP per capita,"1,470.56","1,483.71","1,403.18","1,411.21","1,540.15","1,729.16","1,700.72","2,264.44","2,307.59","2,771.40"
Lao People's Democratic Republic,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,21.2957,20.0842,48.3176,26.2776,16.8947,21.3216,37.7281,39.1575,52.9437,50.1016
Lao People's Democratic Republic,External Health Expenditure (EXT) per Capita in PPP Int$,,27.7237,23.7938,28.5903,21.1865,24.7151,27.3969,24.1348,22.0992,25.5049,28.0179
Lao People's Democratic Republic,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,41.1022,33.9732,39.2203,45.5781,47.0964,49.3017,61.8762,66.9741,68.2155,71.8132
Lao People's Democratic Republic,Gross Domestic Product ,in current PPP per capita,"3,733.81","3,912.57","4,213.84","4,353.22","4,604.23","4,882.42","5,293.96","5,727.01","6,128.36","6,549.67"
Lao People's Democratic Republic,General government expenditure ,in current PPP per capita,588.3114,585.0441,773.4348,971.3249,957.9707,"1,035.94","1,336.69","1,380.23","1,407.70","1,340.29"
Malaysia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,332.179,341.7522,369.9534,352.6828,391.5656,437.9922,462.3523,526.9286,550.9141,531.237
Malaysia,External Health Expenditure (EXT) per Capita in PPP Int$,,0.1184,0.1098,0.0808,0.0537,0.031,0.1914,0.2152,0.5035,0.3507,0.2176
Malaysia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,222.605,229.1844,216.9464,230.5808,259.7793,281.801,303.2752,338.0531,368.1567,395.7142
Malaysia,Gross Domestic Product ,in current PPP per capita,"20,127.18","20,823.74","20,085.68","20,680.32","21,818.88","23,006.90","24,033.97","25,487.59","26,623.33","27,682.63"
Malaysia,General government expenditure ,in current PPP per capita,"5,284.69","5,685.40","6,292.43","5,580.05","5,994.22","6,625.51","6,771.51","6,709.79","6,687.32","6,457.29"
Marshall Islands,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,386.4279,325.4975,318.8206,279.4458,346.7373,367.8386,423.7732,370.7592,451.7413,491.9103
Marshall Islands,External Health Expenditure (EXT) per Capita in PPP Int$,,255.2066,277.6518,252.1932,279.0807,219.6057,220.7327,222.4196,248.3925,318.8728,330.6346
Marshall Islands,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,67.753,71.19,70.0404,74.8444,76.9794,76.3971,77.8776,82.6685,85.5705,84.1422
Marshall Islands,Gross Domestic Product ,in current PPP per capita,"3,205.13","3,208.95","3,177.78","3,409.42","3,508.01","3,689.03","3,854.72","3,879.84","3,909.69","4,012.68"
Marshall Islands,General government expenditure ,in current PPP per capita,"2,143.83","1,971.51","1,973.13","1,963.00","1,946.64","1,914.31","2,078.72","1,950.52","2,237.21","2,378.65"
Micronesia (Federated States of),Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,74.735,89.7057,68.1419,74.0898,103.7503,87.8843,92.1613,110.4734,112.2754,120.154
Micronesia (Federated States of),External Health Expenditure (EXT) per Capita in PPP Int$,,244.7282,256.3947,307.368,329.8883,322.0971,306.5908,291.6842,255.4453,300.054,298.8355
Micronesia (Federated States of),Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,15.8415,14.966,14.6766,13.7145,13.5423,12.0942,10.9637,10.4879,11.2135,11.3467
Micronesia (Federated States of),Gross Domestic Product ,in current PPP per capita,"3,040.14","3,056.18","3,129.25","3,236.12","3,418.38","3,414.57","3,320.14","3,297.33","3,481.47","3,435.37"
Micronesia (Federated States of),General government expenditure ,in current PPP per capita,"1,798.06","1,805.92","1,982.23","2,179.21","2,231.29","2,224.17","1,985.78","1,793.83","1,945.20","2,095.26"
Mongolia,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,160.3976,191.9122,181.6072,155.612,159.1388,199.7623,218.2383,228.2439,247.7271,264.5041
Mongolia,External Health Expenditure (EXT) per Capita in PPP Int$,,7.4897,19.4163,18.0979,12.278,19.6621,22.2044,23.2833,31.9505,25.1847,18.2259
Mongolia,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,63.0653,71.0592,72.3881,79.2355,101.9327,121.1879,168.3071,174.5227,184.4496,167.4171
Mongolia,Gross Domestic Product ,in current PPP per capita,"8,428.79","10,493.90","9,298.35","7,552.67","8,881.48","9,969.14","11,093.85","11,955.13","12,152.17","12,252.28"
Mongolia,General government expenditure ,in current PPP per capita,"2,346.45","2,738.76","2,528.44","2,384.79","3,368.90","3,878.66","4,448.47","4,669.84","4,084.67","4,964.84"
Nauru,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,602.0507,738.9989,307.5437,408.9325,363.1981,324.3868,301.6836,510.5983,554.3497,756.6177
Nauru,External Health Expenditure (EXT) per Capita in PPP Int$,,230.8267,551.8648,236.7001,255.8221,252.778,346.867,256.9926,317.142,573.7279,430.0606
Nauru,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,19.9612,29.5578,18.6048,16.5381,12.2337,5.5741,7.5749,9.5933,13.3497,14.3788
Nauru,Gross Domestic Product ,in current PPP per capita,"3,409.19","6,915.82","5,639.89","6,795.91","8,075.25","9,583.15","8,399.89","10,209.43","10,422.76","11,226.01"
Nauru,General government expenditure ,in current PPP per capita,"3,332.67","7,814.89","4,683.01","5,583.64","5,828.96","5,438.16","4,627.73","7,742.93","11,061.89","15,016.12"
New Zealand,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,"2,010.42","2,190.89","2,383.48","2,422.68","2,498.30","2,528.81","2,670.32","2,759.00","2,772.19","2,882.45"
New Zealand,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,
New Zealand,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,279.4692,358.6175,363.3063,356.9034,373.7211,385.305,412.6697,445.6092,469.0424,497.5073
New Zealand,Gross Domestic Product ,in current PPP per capita,"29,322.11","29,731.08","30,552.67","31,127.21","32,479.94","32,545.68","35,614.84","36,817.75","37,710.47","39,739.18"
New Zealand,General government expenditure ,in current PPP per capita,"9,589.49","10,305.06","10,979.25","12,043.79","12,434.29","11,609.75","12,125.99","12,424.12","12,537.68","12,820.38"
Niue,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,310.8665,429.1395,351.7901,277.3893,662.1045,292.9402,308.0824,311.5992,304.7597,296.5128
Niue,External Health Expenditure (EXT) per Capita in PPP Int$,,965.89,"1,242.39","1,456.77",732.0398,943.1795,528.5256,529.1214,610.5849,475.327,590.1599
Niue,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,13.027,14.2704,15.374,12.8886,14.1245,14.3081,14.2656,14.5109,19.5087,19.2642
Niue,Gross Domestic Product ,in current PPP per capita,"10,648.23","11,665.47","12,569.73","10,537.24","11,543.62","11,502.26","11,682.29","12,248.17","12,582.73","12,473.55"
Niue,General government expenditure ,in current PPP per capita,"10,784.21","10,343.85","9,524.94","13,227.91","17,620.55","16,672.61","14,852.71","14,729.68","13,630.93","14,900.63"
Palau,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,461.9294,396.583,461.7687,498.2593,522.3995,645.3592,727.6997,758.9222,713.9351,"1,130.69"
Palau,External Health Expenditure (EXT) per Capita in PPP Int$,,497.0997,463.1475,353.9061,504.3737,430.1456,509.2521,464.3906,546.1961,530.7639,290.5436
Palau,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,216.657,212.9493,218.0129,236.1378,232.5057,231.5605,232.8442,238.9996,255.5088,273.4619
Palau,Gross Domestic Product ,in current PPP per capita,"13,513.40","12,912.95","11,744.44","12,138.66","12,958.79","13,599.44","13,434.81","14,277.12","15,973.24","16,187.32"
Palau,General government expenditure ,in current PPP per capita,"6,652.75","5,768.22","4,898.75","5,837.17","5,507.48","5,882.55","5,303.21","5,687.63","5,360.15","6,043.97"
Papua New Guinea,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,44.9461,41.3357,44.6829,40.6613,47.2382,59.9523,67.4157,85.0277,78.3767,64.5866
Papua New Guinea,External Health Expenditure (EXT) per Capita in PPP Int$,,16.4511,11.8899,15.225,17.1276,16.2793,19.7011,27.7103,29.3581,27.2982,20.435
Papua New Guinea,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,5.1808,5.0688,6.9471,8.0954,8.8598,8.0908,6.6919,5.4089,6.9015,7.2458
Papua New Guinea,Gross Domestic Product ,in current PPP per capita,"2,749.99","2,730.08","2,870.08","3,127.02","3,155.40","3,290.07","3,397.01","3,809.34","4,488.90","4,669.89"
Papua New Guinea,General government expenditure ,in current PPP per capita,495.6089,539.3111,707.5462,575.1802,621.2094,737.5454,937.9306,"1,039.71",952.9738,896.1075
Philippines,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,59.9177,61.9175,68.2579,75.4478,63.3287,70.1374,76.3737,79.007,99.6087,107.9739
Philippines,External Health Expenditure (EXT) per Capita in PPP Int$,,3.7354,3.035,5.1834,4.2392,2.2985,2.7397,5.0777,4.0483,4.3896,7.4707
Philippines,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,107.0816,118.0283,123.77,129.708,141.3731,155.592,167.7357,159.4803,173.319,184.6373
Philippines,Gross Domestic Product ,in current PPP per capita,"4,881.40","5,100.54","5,115.48","5,483.62","5,707.21","6,099.12","6,526.65","6,937.85","7,320.50","7,804.17"
Philippines,General government expenditure ,in current PPP per capita,926.9681,951.0924,"1,027.25","1,050.40","1,022.47","1,153.74","1,217.33","1,255.16","1,373.66","1,520.38"
Republic of Korea,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,898.9511,951.2674,"1,042.10","1,144.69","1,178.38","1,222.70","1,271.49","1,355.60","1,473.74","1,604.13"
Republic of Korea,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,
Republic of Korea,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,550.3687,615.2762,605.3722,656.0695,684.404,725.911,746.8123,791.0301,850.7644,903.2889
Republic of Korea,Gross Domestic Product ,in current PPP per capita,"27,608.05","28,560.34","28,279.38","30,377.64","31,349.03","32,256.27","32,784.58","33,828.30","35,496.87","36,957.13"
Republic of Korea,General government expenditure ,in current PPP per capita,"8,192.60","9,140.77","9,865.10","9,417.52","10,140.31","10,556.78","10,412.37","10,818.33","11,463.84","11,924.11"
Samoa,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,181.8425,202.772,229.9825,217.4394,208.9975,217.0852,226.7654,254.6962,265.7446,269.4708
Samoa,External Health Expenditure (EXT) per Capita in PPP Int$,,44.5775,21.9509,26.4141,32.0979,57.6189,18.7179,82.0771,63.9992,28.5629,38.2093
Samoa,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,34.4585,37.8257,37.1937,36.4204,37.7466,38.5215,38.7911,39.7286,38.6334,44.784
Samoa,Gross Domestic Product ,in current PPP per capita,"5,409.15","5,699.39","5,474.68","5,255.25","5,663.76","5,746.74","5,681.49","5,804.39","5,919.54","6,377.33"
Samoa,General government expenditure ,in current PPP per capita,"1,722.57","1,619.76","1,815.05","2,094.32","2,040.88","2,145.28","2,134.81","2,516.48","2,305.25","2,159.91"
Singapore,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,597.1712,759.7307,874.3617,973.4146,"1,049.92","1,208.38","1,453.37","1,700.09","1,950.54","2,226.67"
Singapore,External Health Expenditure (EXT) per Capita in PPP Int$,,0,0,0,0,0,0,0,0,0,0
Singapore,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,864.2139,946.0986,904.9916,936.9634,928.2901,979.0878,"1,088.35","1,079.29","1,182.55","1,273.04"
Singapore,Gross Domestic Product ,in current PPP per capita,"62,505.50","63,285.04","61,920.65","70,681.33","75,224.48","78,446.71","82,395.05","85,865.28","88,240.92","91,367.61"
Singapore,General government expenditure ,in current PPP per capita,"8,711.14","11,155.97","11,210.67","10,923.16","11,050.13","11,389.25","12,333.39","13,768.18","15,776.29","16,417.98"
Solomon Islands,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,98.3429,102.4969,79.8585,75.4502,81.9165,69.6152,71.1016,72.6704,78.2951,81.5238
Solomon Islands,External Health Expenditure (EXT) per Capita in PPP Int$,,39.8531,33.5263,44.8824,47.258,59.5592,43.8911,45.956,48.287,33.3799,30.8137
Solomon Islands,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,6.0308,6.0103,5.6547,5.8731,5.6679,5.6823,6.2126,5.9779,5.6887,5.4204
Solomon Islands,Gross Domestic Product ,in current PPP per capita,"1,648.98","1,759.43","1,651.00","1,771.60","2,071.82","2,131.22","2,243.17","2,157.65","2,236.06","2,277.39"
Solomon Islands,General government expenditure ,in current PPP per capita,734.9198,821.6627,882.592,999.4877,988.3822,"1,040.14","1,050.07",984.4939,"1,077.05","1,014.11"
Tonga,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,138.3589,130.4425,139.9517,138.6374,137.1168,131.4569,142.4824,151.7614,153.3393,205.2213
Tonga,External Health Expenditure (EXT) per Capita in PPP Int$,,36.2536,112.2963,7.6985,60.9504,23.7946,90.9441,34.0889,83.8373,66.9261,60.3484
Tonga,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,26.1451,27.534,28.5675,27.903,27.4025,28.7073,30.079,31.7382,33.0957,34.1817
Tonga,Gross Domestic Product ,in current PPP per capita,"4,605.54","4,566.43","4,853.54","5,097.84","5,187.03","5,153.85","5,192.83","5,435.59","5,669.52","5,916.35"
Tonga,General government expenditure ,in current PPP per capita,"1,076.81","1,072.84","1,255.71","1,534.83","1,579.81","1,630.97","1,704.72","1,877.75","2,240.38","2,551.27"
Tuvalu,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,291.2121,312.6435,366.4674,414.3399,424.7096,411.35,444.1842,481.9001,503.7512,507.9682
Tuvalu,External Health Expenditure (EXT) per Capita in PPP Int$,,13.3021,4.1964,1.2295,35.7535,11.5657,9.0625,18.9181,25.2264,28.765,73.0666
Tuvalu,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,3.3455,4.0253,3.1597,3.0006,3.6093,3.5593,3.6976,3.7472,1.4741,4.0001
Tuvalu,Gross Domestic Product ,in current PPP per capita,"2,874.00","3,154.59","3,039.42","2,971.70","3,221.35","3,053.32","3,274.70","3,412.42","3,824.93","3,889.13"
Tuvalu,General government expenditure ,in current PPP per capita,"2,694.37","2,804.08","3,126.26","2,801.89","2,543.17","2,459.62","2,770.90","3,745.34","4,882.89","5,635.27"
Vanuatu,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,58.2321,62.4993,55.9421,53.6388,66.9074,64.9664,63.5219,16.9683,62.1387,62.543
Vanuatu,External Health Expenditure (EXT) per Capita in PPP Int$,,12.6634,13.167,23.7513,32.0431,23.2349,34.0218,48.4022,75.5961,52.4276,40.1809
Vanuatu,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,7.6738,7.7351,8.1321,8.6314,8.6588,8.9052,9.0109,9.3099,9.673,9.7742
Vanuatu,Gross Domestic Product ,in current PPP per capita,"2,669.83","2,828.42","2,874.75","2,888.36","2,915.30","2,952.57","2,990.96","3,046.91","3,077.04","3,144.65"
Vanuatu,General government expenditure ,in current PPP per capita,587.9594,764.1365,769.7118,783.2598,712.2376,690.7742,648.0036,867.2884,"1,276.33","1,160.80"
Viet Nam,Domestic General Government Health Expenditure (GGHE-D) per Capita in PPP Int$,,81.1091,84.9191,88.0323,111.9451,114.0281,137.6131,155.1814,134.5783,139.7948,168.9892
Viet Nam,External Health Expenditure (EXT) per Capita in PPP Int$,,7.0941,4.3712,5.2652,5.784,6.419,7.4638,7.3658,10.2361,7.2111,8.187
Viet Nam,Out-of-Pocket Expenditure (OOPS) per Capita in PPP Int$,,73.5571,73.7406,79.8995,96.4339,101.7968,125.7078,135.9403,133.8224,145.3786,158.8039
Viet Nam,Gross Domestic Product ,in current PPP per capita,"3,609.69","3,852.18","4,050.89","4,319.00","4,632.77","4,909.95","5,199.63","5,546.18","5,915.17","6,295.59"
Viet Nam,General government expenditure ,in current PPP per capita,"1,014.72","1,042.67","1,280.34","1,296.43","1,252.06","1,446.27","1,587.23","1,582.25","1,773.52","1,888.75"
